Timestamp,ID,Data,Parsed Data
1739436908.6906657,513,b'\xfb\xff\xb2\x00U\xff\x00\x00',"""Ia=-0.5A, Ib=17.8A, Ic=-17.1A"""
1739436908.6906657,514,b'\x89\x08\x93\x08t\x08\xfa\x00',"""Va=218.5V, Vb=219.5V, Vc=216.4V, T=25.0\u00b0C"""
1739436908.6906657,515,b'\x00\x00\x00\x00\x05\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.5A"""
1739436908.7010274,513,b'\xfa\xff\xb5\x00N\xff\x00\x00',"""Ia=-0.6A, Ib=18.1A, Ic=-17.8A"""
1739436908.7010274,514,b'\x9a\x08r\x08\xa2\x08\xfa\x00',"""Va=220.2V, Vb=216.2V, Vc=221.0V, T=25.0\u00b0C"""
1739436908.7010274,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436908.7118518,513,b'\x02\x00\xa3\x00J\xff\x00\x00',"""Ia=0.2A, Ib=16.3A, Ic=-18.2A"""
1739436908.7118518,514,b'g\x08\xa4\x08z\x08\xfa\x00',"""Va=215.1V, Vb=221.2V, Vc=217.0V, T=25.0\u00b0C"""
1739436908.7118518,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436908.72213,513,b'\x06\x00\xb3\x00M\xff\x00\x00',"""Ia=0.6A, Ib=17.9A, Ic=-17.9A"""
1739436908.72213,514,b'\x93\x08\x92\x08\xa1\x08\xfa\x00',"""Va=219.5V, Vb=219.4V, Vc=220.9V, T=25.0\u00b0C"""
1739436908.72213,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436908.732925,513,b'\xfe\xff\xa3\x00S\xff\x00\x00',"""Ia=-0.2A, Ib=16.3A, Ic=-17.3A"""
1739436908.732925,514,b'\x9c\x08{\x08\xbb\x08\xfa\x00',"""Va=220.4V, Vb=217.1V, Vc=223.5V, T=25.0\u00b0C"""
1739436908.732925,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436908.743842,513,b'\x08\x00\xb5\x00T\xff\x00\x00',"""Ia=0.8A, Ib=18.1A, Ic=-17.2A"""
1739436908.743842,514,b't\x08\x9e\x08\x83\x08\xfa\x00',"""Va=216.4V, Vb=220.6V, Vc=217.9V, T=25.0\u00b0C"""
1739436908.743842,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.7540963,513,b'\x08\x00\xb3\x00S\xff\x00\x00',"""Ia=0.8A, Ib=17.9A, Ic=-17.3A"""
1739436908.7540963,514,b'\x7f\x08q\x08\xaf\x08\xfa\x00',"""Va=217.5V, Vb=216.1V, Vc=222.3V, T=25.0\u00b0C"""
1739436908.7540963,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.7650607,513,b'\x08\x00\xac\x00Y\xff\x00\x00',"""Ia=0.8A, Ib=17.2A, Ic=-16.7A"""
1739436908.7650607,514,b'\xb8\x08\xb5\x08\xbc\x08\xfa\x00',"""Va=223.2V, Vb=222.9V, Vc=223.6V, T=25.0\u00b0C"""
1739436908.7650607,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.7751281,513,b'\xfd\xff\xac\x00[\xff\x00\x00',"""Ia=-0.3A, Ib=17.2A, Ic=-16.5A"""
1739436908.7751281,514,b'\xa0\x08\xa7\x08t\x08\xfa\x00',"""Va=220.8V, Vb=221.5V, Vc=216.4V, T=25.0\u00b0C"""
1739436908.7751281,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436908.7857316,513,b'\x08\x00\xa4\x00Q\xff\x00\x00',"""Ia=0.8A, Ib=16.4A, Ic=-17.5A"""
1739436908.7857316,514,b'\xb4\x08\x84\x08\x83\x08\xfa\x00',"""Va=222.8V, Vb=218.0V, Vc=217.9V, T=25.0\u00b0C"""
1739436908.7857316,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.7959616,513,b'\x04\x00\xb5\x00R\xff\x00\x00',"""Ia=0.4A, Ib=18.1A, Ic=-17.4A"""
1739436908.7959616,514,b'}\x08\xa2\x08q\x08\xfa\x00',"""Va=217.3V, Vb=221.0V, Vc=216.1V, T=25.0\u00b0C"""
1739436908.7959616,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436908.8061678,513,b'\xfd\xff\xb2\x00K\xff\x00\x00',"""Ia=-0.3A, Ib=17.8A, Ic=-18.1A"""
1739436908.8061678,514,b'{\x08\xc1\x08\x86\x08\xfa\x00',"""Va=217.1V, Vb=224.1V, Vc=218.2V, T=25.0\u00b0C"""
1739436908.8061678,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436908.816316,513,b'\xfb\xff\xb4\x00Z\xff\x00\x00',"""Ia=-0.5A, Ib=18.0A, Ic=-16.6A"""
1739436908.816316,514,b'\x93\x08\xa5\x08\xac\x08\xfa\x00',"""Va=219.5V, Vb=221.3V, Vc=222.0V, T=25.0\u00b0C"""
1739436908.816316,515,b'\x00\x00\x00\x00\x05\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.5A"""
1739436908.8269444,513,b'\x06\x00\xaa\x00\\\xff\x00\x00',"""Ia=0.6A, Ib=17.0A, Ic=-16.4A"""
1739436908.8269444,514,b'\xc1\x08\xa0\x08\x8a\x08\xfa\x00',"""Va=224.1V, Vb=220.8V, Vc=218.6V, T=25.0\u00b0C"""
1739436908.8269444,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436908.8374236,513,b'\xfd\xff\xaa\x00X\xff\x00\x00',"""Ia=-0.3A, Ib=17.0A, Ic=-16.8A"""
1739436908.8374236,514,b'~\x08v\x08\xc4\x08\xfa\x00',"""Va=217.4V, Vb=216.6V, Vc=224.4V, T=25.0\u00b0C"""
1739436908.8374236,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436908.8483899,513,b'\xf9\xff\xad\x00\\\xff\x00\x00',"""Ia=-0.7A, Ib=17.3A, Ic=-16.4A"""
1739436908.8483899,514,b'\x85\x08\x99\x08\xab\x08\xfa\x00',"""Va=218.1V, Vb=220.1V, Vc=221.9V, T=25.0\u00b0C"""
1739436908.8483899,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436908.8588972,513,b'\xfc\xff\xa9\x00N\xff\x00\x00',"""Ia=-0.4A, Ib=16.9A, Ic=-17.8A"""
1739436908.8588972,514,b'x\x08v\x08\xa3\x08\xfa\x00',"""Va=216.8V, Vb=216.6V, Vc=221.1V, T=25.0\u00b0C"""
1739436908.8588972,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436908.8690233,513,b'\x08\x00\xae\x00M\xff\x00\x00',"""Ia=0.8A, Ib=17.4A, Ic=-17.9A"""
1739436908.8690233,514,b'k\x08\x82\x08\x7f\x08\xfa\x00',"""Va=215.5V, Vb=217.8V, Vc=217.5V, T=25.0\u00b0C"""
1739436908.8690233,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.879897,513,b'\x08\x00\xb6\x00R\xff\x00\x00',"""Ia=0.8A, Ib=18.2A, Ic=-17.4A"""
1739436908.879897,514,b'\xb3\x08\xb7\x08\x81\x08\xfa\x00',"""Va=222.7V, Vb=223.1V, Vc=217.7V, T=25.0\u00b0C"""
1739436908.879897,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.8899784,513,b'\x00\x00\xaf\x00\\\xff\x00\x00',"""Ia=0.0A, Ib=17.5A, Ic=-16.4A"""
1739436908.8899784,514,b'\xc8\x08|\x08g\x08\xfa\x00',"""Va=224.8V, Vb=217.2V, Vc=215.1V, T=25.0\u00b0C"""
1739436908.8899784,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436908.9000692,513,b'\x00\x00\xa9\x00M\xff\x00\x00',"""Ia=0.0A, Ib=16.9A, Ic=-17.9A"""
1739436908.9001114,514,b'\x8f\x08\x86\x08\xac\x08\xfa\x00',"""Va=219.1V, Vb=218.2V, Vc=222.0V, T=25.0\u00b0C"""
1739436908.9001114,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436908.9103098,513,b'\x00\x00\xa7\x00M\xff\x00\x00',"""Ia=0.0A, Ib=16.7A, Ic=-17.9A"""
1739436908.9103098,514,b'\xb3\x08\xb6\x08\xc5\x08\xfa\x00',"""Va=222.7V, Vb=223.0V, Vc=224.5V, T=25.0\u00b0C"""
1739436908.9103098,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436908.9203677,513,b'\x08\x00\xa3\x00J\xff\x00\x00',"""Ia=0.8A, Ib=16.3A, Ic=-18.2A"""
1739436908.9203677,514,b'\x8d\x08\xc6\x08\xa6\x08\xfa\x00',"""Va=218.9V, Vb=224.6V, Vc=221.4V, T=25.0\u00b0C"""
1739436908.9203677,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.9304814,513,b'\x04\x00\xa4\x00M\xff\x00\x00',"""Ia=0.4A, Ib=16.4A, Ic=-17.9A"""
1739436908.9304814,514,b'\x97\x08\xaf\x08\xa5\x08\xfa\x00',"""Va=219.9V, Vb=222.3V, Vc=221.3V, T=25.0\u00b0C"""
1739436908.9304814,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436908.9407914,513,b'\xff\xff\xb2\x00L\xff\x00\x00',"""Ia=-0.1A, Ib=17.8A, Ic=-18.0A"""
1739436908.9407914,514,b'f\x08\xc7\x08p\x08\xfa\x00',"""Va=215.0V, Vb=224.7V, Vc=216.0V, T=25.0\u00b0C"""
1739436908.9407914,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436908.9508545,513,b'\x07\x00\xae\x00M\xff\x00\x00',"""Ia=0.7A, Ib=17.4A, Ic=-17.9A"""
1739436908.9508984,514,b'\xbd\x08\xab\x08\xb1\x08\xfa\x00',"""Va=223.7V, Vb=221.9V, Vc=222.5V, T=25.0\u00b0C"""
1739436908.9508984,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436908.9609208,513,b'\x08\x00\xaf\x00\\\xff\x00\x00',"""Ia=0.8A, Ib=17.5A, Ic=-16.4A"""
1739436908.9609208,514,b'\xb1\x08\x99\x08\xa9\x08\xfa\x00',"""Va=222.5V, Vb=220.1V, Vc=221.7V, T=25.0\u00b0C"""
1739436908.9609208,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436908.971006,513,b'\xfe\xff\xb4\x00S\xff\x00\x00',"""Ia=-0.2A, Ib=18.0A, Ic=-17.3A"""
1739436908.971006,514,b'\xb2\x08j\x08\xb4\x08\xfa\x00',"""Va=222.6V, Vb=215.4V, Vc=222.8V, T=25.0\u00b0C"""
1739436908.971006,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436908.9810872,513,b'\x07\x00\xae\x00]\xff\x00\x00',"""Ia=0.7A, Ib=17.4A, Ic=-16.3A"""
1739436908.9811156,514,b'\x85\x08n\x08\xbf\x08\xfa\x00',"""Va=218.1V, Vb=215.8V, Vc=223.9V, T=25.0\u00b0C"""
1739436908.9811156,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436908.9912593,513,b'\x08\x00\xb6\x00V\xff\x00\x00',"""Ia=0.8A, Ib=18.2A, Ic=-17.0A"""
1739436908.9912593,514,b'\xb5\x08\x9c\x08\x97\x08\xfa\x00',"""Va=222.9V, Vb=220.4V, Vc=219.9V, T=25.0\u00b0C"""
1739436908.991287,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.002072,513,b'\x04\x00\xa5\x00N\xff\x00\x00',"""Ia=0.4A, Ib=16.5A, Ic=-17.8A"""
1739436909.002072,514,b'r\x08\x9f\x08\xbb\x08\xfa\x00',"""Va=216.2V, Vb=220.7V, Vc=223.5V, T=25.0\u00b0C"""
1739436909.002072,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.0121143,513,b'\xfb\xff\xa8\x00U\xff\x00\x00',"""Ia=-0.5A, Ib=16.8A, Ic=-17.1A"""
1739436909.0121143,514,b'\xbd\x08\x99\x08\xc8\x08\xfa\x00',"""Va=223.7V, Vb=220.1V, Vc=224.8V, T=25.0\u00b0C"""
1739436909.0121143,515,b'\x00\x00\x00\x00\x05\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.5A"""
1739436909.022293,513,b'\xf9\xff\xb7\x00N\xff\x00\x00',"""Ia=-0.7A, Ib=18.3A, Ic=-17.8A"""
1739436909.022293,514,b'p\x08\x8f\x08k\x08\xfa\x00',"""Va=216.0V, Vb=219.1V, Vc=215.5V, T=25.0\u00b0C"""
1739436909.022293,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.0323992,513,b'\x00\x00\xb1\x00V\xff\x00\x00',"""Ia=0.0A, Ib=17.7A, Ic=-17.0A"""
1739436909.0323992,514,b'\xa9\x08\xc1\x08}\x08\xfa\x00',"""Va=221.7V, Vb=224.1V, Vc=217.3V, T=25.0\u00b0C"""
1739436909.0323992,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.0426524,513,b'\t\x00\xb2\x00[\xff\x00\x00',"""Ia=0.9A, Ib=17.8A, Ic=-16.5A"""
1739436909.0426524,514,b'\xad\x08l\x08\xbd\x08\xfa\x00',"""Va=222.1V, Vb=215.6V, Vc=223.7V, T=25.0\u00b0C"""
1739436909.0426524,515,b'\x00\x00\x00\x00\t\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.9A"""
1739436909.0527387,513,b'\x00\x00\xa3\x00P\xff\x00\x00',"""Ia=0.0A, Ib=16.3A, Ic=-17.6A"""
1739436909.0527797,514,b'\xb9\x08\x89\x08x\x08\xfa\x00',"""Va=223.3V, Vb=218.5V, Vc=216.8V, T=25.0\u00b0C"""
1739436909.0527797,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.0632157,513,b'\x08\x00\xb0\x00U\xff\x00\x00',"""Ia=0.8A, Ib=17.6A, Ic=-17.1A"""
1739436909.0632157,514,b'\x8f\x08\x95\x08\xbe\x08\xfa\x00',"""Va=219.1V, Vb=219.7V, Vc=223.8V, T=25.0\u00b0C"""
1739436909.0632157,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.0733685,513,b'\xff\xff\xb3\x00P\xff\x00\x00',"""Ia=-0.1A, Ib=17.9A, Ic=-17.6A"""
1739436909.0733912,514,b'\xae\x08\x8d\x08i\x08\xfa\x00',"""Va=222.2V, Vb=218.9V, Vc=215.3V, T=25.0\u00b0C"""
1739436909.0733912,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.0837202,513,b'\xfc\xff\xa5\x00V\xff\x00\x00',"""Ia=-0.4A, Ib=16.5A, Ic=-17.0A"""
1739436909.0837202,514,b'\x86\x08q\x08\xc7\x08\xfa\x00',"""Va=218.2V, Vb=216.1V, Vc=224.7V, T=25.0\u00b0C"""
1739436909.0837202,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.0938606,513,b'\x04\x00\xa9\x00M\xff\x00\x00',"""Ia=0.4A, Ib=16.9A, Ic=-17.9A"""
1739436909.0938606,514,b'k\x08\xac\x08\x93\x08\xfa\x00',"""Va=215.5V, Vb=222.0V, Vc=219.5V, T=25.0\u00b0C"""
1739436909.0938606,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.103991,513,b'\xf8\xff\xac\x00R\xff\x00\x00',"""Ia=-0.8A, Ib=17.2A, Ic=-17.4A"""
1739436909.103991,514,b'\x97\x08\x9c\x08\x88\x08\xfa\x00',"""Va=219.9V, Vb=220.4V, Vc=218.4V, T=25.0\u00b0C"""
1739436909.103991,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.114614,513,b'\xf8\xff\xb0\x00O\xff\x00\x00',"""Ia=-0.8A, Ib=17.6A, Ic=-17.7A"""
1739436909.114614,514,b'\x85\x08\x9f\x08\xaa\x08\xfa\x00',"""Va=218.1V, Vb=220.7V, Vc=221.8V, T=25.0\u00b0C"""
1739436909.114614,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.125021,513,b'\xff\xff\xa9\x00Z\xff\x00\x00',"""Ia=-0.1A, Ib=16.9A, Ic=-16.6A"""
1739436909.125021,514,b'\x8e\x08u\x08\xa4\x08\xfa\x00',"""Va=219.0V, Vb=216.5V, Vc=221.2V, T=25.0\u00b0C"""
1739436909.125021,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.1351335,513,b'\x00\x00\xb3\x00L\xff\x00\x00',"""Ia=0.0A, Ib=17.9A, Ic=-18.0A"""
1739436909.1351335,514,b'x\x08\xa0\x08\xa2\x08\xfa\x00',"""Va=216.8V, Vb=220.8V, Vc=221.0V, T=25.0\u00b0C"""
1739436909.1351335,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.145546,513,b'\xf7\xff\xb6\x00V\xff\x00\x00',"""Ia=-0.9A, Ib=18.2A, Ic=-17.0A"""
1739436909.145546,514,b'\x8d\x08\xb3\x08\x85\x08\xfa\x00',"""Va=218.9V, Vb=222.7V, Vc=218.1V, T=25.0\u00b0C"""
1739436909.145546,515,b'\x00\x00\x00\x00\t\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.9A"""
1739436909.1556978,513,b'\xf8\xff\xa3\x00P\xff\x00\x00',"""Ia=-0.8A, Ib=16.3A, Ic=-17.6A"""
1739436909.1556978,514,b'\x9c\x08\x93\x08\x8b\x08\xfa\x00',"""Va=220.4V, Vb=219.5V, Vc=218.7V, T=25.0\u00b0C"""
1739436909.1556978,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.165985,513,b'\x07\x00\xb0\x00K\xff\x00\x00',"""Ia=0.7A, Ib=17.6A, Ic=-18.1A"""
1739436909.165985,514,b'\xb7\x08\xa4\x08\x9d\x08\xfa\x00',"""Va=223.1V, Vb=221.2V, Vc=220.5V, T=25.0\u00b0C"""
1739436909.165985,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.1763844,513,b'\xf7\xff\xad\x00N\xff\x00\x00',"""Ia=-0.9A, Ib=17.3A, Ic=-17.8A"""
1739436909.1763844,514,b'\xa1\x08\x8b\x08\x81\x08\xfa\x00',"""Va=220.9V, Vb=218.7V, Vc=217.7V, T=25.0\u00b0C"""
1739436909.1763844,515,b'\x00\x00\x00\x00\t\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.9A"""
